date,time,epoch,sid,temperature,humidity,light,voltage
2004/02/28,34:46.3,35,1,18.9692,38.9401,43.24,2.68742
2004/02/28,35:16.4,36,1,18.9888,38.8039,43.24,2.69964
2004/02/28,36:16.8,37,1,18.979,38.872,43.24,2.68742
2004/02/28,36:46.9,38,1,18.9888,38.9061,43.24,2.69964
2004/02/28,37:16.7,39,1,18.9692,38.8039,43.24,2.69964
2004/02/28,39:46.2,40,1,18.9594,38.8039,43.24,2.68742
2004/02/28,42:16.9,41,1,18.9594,38.8379,43.24,2.68742
2004/02/28,42:46.1,42,1,18.9692,38.8039,43.24,2.69964
2004/02/28,44:16.1,43,1,18.9398,38.7698,43.24,2.68742
2004/02/28,45:46.7,44,1,18.93,38.8039,43.24,2.69964
2004/02/28,46:46.4,45,1,18.9202,38.872,43.24,2.68742
2004/02/28,48:46.5,46,1,18.9104,39.0082,43.24,2.69964
2004/02/28,49:46.5,47,1,18.9006,38.9061,43.24,2.69964
2004/02/28,50:16.2,48,1,18.9006,39.0082,43.24,2.69964
2004/02/28,50:46.6,49,1,18.9104,39.0082,43.24,2.68742
2004/02/28,51:16.5,50,1,18.9006,39.0082,43.24,2.69964
2004/02/28,52:16.7,51,1,18.8908,39.0763,43.24,2.68742
2004/02/28,54:46.4,52,1,18.9006,39.0082,43.24,2.69964
2004/02/28,56:16.4,53,1,18.9104,39.0082,43.24,2.69964
2004/02/28,57:16.2,54,1,18.8908,38.9401,43.24,2.68742
2004/02/28,01:46.1,55,1,18.8712,38.9742,43.24,2.69964
2004/02/28,10:16.3,56,1,18.8222,39.0082,43.24,2.68742
2004/02/28,11:16.7,57,1,18.8124,39.0082,43.24,2.69964
2004/02/28,12:46.3,58,1,18.8124,39.0082,43.24,2.68742
2004/02/28,13:16.5,59,1,18.8026,39.0082,43.24,2.68742
2004/02/28,14:46.7,60,1,18.7928,38.9401,43.24,2.68742
2004/02/28,16:46.5,61,1,18.7928,38.9401,43.24,2.68742
2004/02/28,18:46.2,62,1,18.7732,39.0082,43.24,2.68742
2004/02/28,19:16.2,63,1,18.7732,39.0082,43.24,2.68742
2004/02/28,19:47.0,64,1,18.7928,38.872,43.24,2.69964
2004/02/28,20:46.9,65,1,18.7732,38.9061,43.24,2.69964
2004/02/28,21:16.6,66,1,18.7536,38.8379,43.24,2.68742
2004/02/28,21:46.3,67,1,18.7732,38.8039,43.24,2.69964
2004/02/28,23:16.6,68,1,18.7634,38.872,43.24,2.68742
2004/02/28,23:46.4,69,1,18.7536,38.8039,43.24,2.69964
2004/02/28,24:46.1,70,1,18.7242,38.8039,43.24,2.68742
2004/02/28,25:46.5,71,1,18.734,38.8379,43.24,2.69964
2004/02/28,26:17.2,72,1,18.7242,38.9401,43.24,2.69964
2004/02/28,30:16.1,73,1,18.734,38.872,43.24,2.69964
2004/02/28,31:16.3,74,1,18.7242,38.9401,43.24,2.68742
2004/02/28,31:46.1,75,1,18.7144,38.9401,43.24,2.68742
2004/02/28,34:46.7,76,1,18.6948,38.9401,43.24,2.68742
2004/02/28,35:46.7,77,1,18.6948,38.9401,43.24,2.68742
2004/02/28,36:16.8,78,1,18.685,38.872,43.24,2.69964
2004/02/28,37:46.5,79,1,18.6654,38.872,43.24,2.68742
2004/02/28,40:16.9,80,1,18.6556,38.872,43.24,2.68742
2004/02/28,40:46.1,81,1,18.6458,38.872,43.24,2.68742
2004/02/28,41:16.7,82,1,18.636,38.872,43.24,2.69964
2004/02/28,42:46.4,83,1,18.636,38.8379,43.24,2.68742
2004/02/28,43:46.9,84,1,18.636,38.872,43.24,2.68742
2004/02/28,46:46.2,85,1,18.636,38.8039,43.24,2.68742
2004/02/28,47:46.1,86,1,18.6164,38.872,43.24,2.69964
2004/02/28,50:16.2,87,1,18.6066,38.9061,43.24,2.68742
2004/02/28,02:17.1,88,1,18.5478,38.9401,43.24,2.67532
2004/02/28,05:46.6,89,1,18.5184,38.9401,43.24,2.68742
2004/02/28,07:46.2,90,1,18.5086,39.0082,43.24,2.68742
2004/02/28,08:16.3,91,1,18.4988,39.0763,43.24,2.68742
2004/02/28,08:47.1,92,1,18.4988,39.0082,43.24,2.69964
2004/02/28,10:17.0,93,1,18.4988,39.0422,43.24,2.68742
2004/02/28,10:46.5,94,1,18.5086,39.0422,43.24,2.68742
2004/02/28,15:16.9,95,1,18.5086,38.9742,43.24,2.68742
2004/02/28,19:17.1,96,1,18.4694,38.9742,43.24,2.68742
2004/02/28,20:46.6,97,1,18.4596,38.9742,43.24,2.68742
2004/02/28,23:46.4,98,1,18.44,38.9401,43.24,2.68742
2004/02/28,24:16.9,99,1,18.4204,38.9401,43.24,2.68742
2004/02/28,25:16.4,100,1,18.4204,38.9401,43.24,2.68742
2004/02/28,26:16.3,101,1,18.4106,39.0082,43.24,2.68742
2004/02/28,28:47.0,102,1,18.4008,39.1443,43.24,2.68742
2004/02/28,29:47.1,103,1,18.4008,39.0763,43.24,2.67532
2004/02/28,30:16.3,104,1,18.4008,39.1443,43.24,2.69964
2004/02/28,32:16.7,105,1,18.4106,39.0763,43.24,2.68742
2004/02/28,33:46.9,106,1,18.4204,39.0422,43.24,2.68742
2004/02/28,34:46.1,107,1,18.4106,39.0763,43.24,2.68742
2004/02/28,36:16.5,108,1,18.4008,39.0763,43.24,2.69964
2004/02/28,36:47.2,109,1,18.4008,39.0082,43.24,2.68742
2004/02/28,37:46.3,110,1,18.4008,39.0082,43.24,2.68742
2004/02/28,40:47.1,111,1,18.3812,39.0763,43.24,2.69964
2004/02/28,41:16.9,112,1,18.3714,39.0082,43.24,2.68742
2004/02/28,41:47.1,113,1,18.3812,39.0082,43.24,2.68742
2004/02/28,42:16.3,114,1,18.3616,39.0082,43.24,2.69964
2004/02/28,45:46.5,115,1,18.342,39.0082,43.24,2.68742
2004/02/28,46:16.2,116,1,18.3322,39.0082,43.24,2.68742
2004/02/28,48:16.6,117,1,18.3322,39.0082,43.24,2.67532
2004/02/28,48:47.0,118,1,18.3322,39.0082,43.24,2.68742
2004/02/28,49:17.1,119,1,18.342,39.0763,43.24,2.68742
2004/02/28,50:17.0,120,1,18.3126,39.1443,43.24,2.68742
2004/02/28,51:16.7,121,1,18.3224,39.0763,43.24,2.68742
2004/02/28,52:46.9,122,1,18.3028,39.0763,43.24,2.68742
2004/02/28,53:16.2,123,1,18.3028,39.1103,43.24,2.68742
2004/02/28,53:46.6,124,1,18.293,39.1443,43.24,2.68742
2004/02/28,54:46.5,125,1,18.3028,39.0763,43.24,2.68742
2004/02/28,56:46.4,126,1,18.293,39.0763,43.24,2.67532
2004/02/28,57:16.8,127,1,18.2832,39.0082,43.24,2.68742
2004/02/28,58:47.0,128,1,18.2636,39.0763,43.24,2.68742
2004/02/28,00:16.5,129,1,18.2734,39.0422,43.24,2.68742
2004/02/28,01:16.4,130,1,18.2636,39.0763,43.24,2.69964
2004/02/28,03:18.7,131,1,18.2636,39.0082,43.24,2.68742
2004/02/28,05:47.0,132,1,18.244,38.9742,43.24,2.68742
2004/02/28,08:16.8,133,1,18.2048,39.1443,43.24,2.68742
2004/02/28,08:46.8,134,1,18.2048,39.1443,43.24,2.67532
2004/02/28,09:16.2,135,1,18.1852,39.1443,43.24,2.68742
2004/02/28,10:46.3,136,1,18.2048,39.0763,43.24,2.68742
2004/02/28,11:16.8,137,1,18.2048,39.1443,43.24,2.68742
2004/02/28,11:47.2,138,1,18.2048,39.1443,43.24,2.67532
2004/02/28,14:17.1,139,1,18.1852,39.0422,43.24,2.68742
2004/02/28,15:46.6,140,1,18.1558,39.1443,43.24,2.68742
2004/02/28,16:17.1,141,1,18.1656,39.1443,43.24,2.68742
2004/02/28,18:47.0,142,1,18.1558,39.0763,43.24,2.68742
2004/02/28,19:46.5,143,1,18.1558,39.0763,43.24,2.68742
2004/02/28,21:46.3,144,1,18.1362,39.0082,43.24,2.68742
2004/02/28,23:46.9,145,1,18.1264,39.0422,43.24,2.67532
2004/02/28,25:17.2,146,1,18.1068,39.0763,43.24,2.68742
2004/02/28,26:16.3,147,1,18.097,39.0422,43.24,2.68742
2004/02/28,26:47.0,148,1,18.0872,39.0082,43.24,2.68742
2004/02/28,27:16.7,149,1,18.0872,39.0763,43.24,2.67532
2004/02/28,27:47.2,150,1,18.0872,39.0422,43.24,2.69964
2004/02/28,29:46.7,151,1,18.0872,39.0763,43.24,2.67532
2004/02/28,30:16.3,152,1,18.0774,39.0422,43.24,2.68742
2004/02/28,31:46.8,153,1,18.0676,39.1103,43.24,2.68742
2004/02/28,35:16.5,154,1,18.0676,39.1103,43.24,2.67532
2004/02/28,35:46.6,155,1,18.0676,39.0763,43.24,2.67532
2004/02/28,36:47.0,156,1,18.0676,39.0082,43.24,2.68742
2004/02/28,40:16.8,157,1,18.0284,39.0422,43.24,2.68742
2004/02/28,40:47.1,158,1,18.0382,39.0763,43.24,2.68742
2004/02/28,44:16.9,159,1,18.0284,39.0082,43.24,2.67532
2004/02/28,45:16.4,160,1,18.0284,39.0082,43.24,2.68742
2004/02/28,45:47.1,161,1,18.0186,39.0082,43.24,2.68742
2004/02/28,46:16.3,162,1,18.0088,39.0082,43.24,2.68742
2004/02/28,46:46.5,163,1,18.0088,39.0082,43.24,2.68742
2004/02/28,48:16.5,164,1,17.9794,39.1103,43.24,2.67532
2004/02/28,48:46.7,165,1,17.9598,39.1443,43.24,2.67532
2004/02/28,50:46.6,166,1,17.9696,39.1103,43.24,2.68742
2004/02/28,51:16.5,167,1,17.9598,39.1443,43.24,2.68742
2004/02/28,54:46.7,168,1,17.9304,39.2123,43.24,2.67532
2004/02/28,55:17.2,169,1,17.9304,39.2123,43.24,2.68742
2004/02/28,56:17.1,170,1,17.9402,39.1103,43.24,2.67532
2004/02/28,57:16.4,171,1,17.95,39.0763,43.24,2.67532
2004/02/28,59:46.5,172,1,17.9402,39.0082,43.24,2.67532
2004/02/28,03:16.4,173,1,17.9108,39.0422,43.24,2.67532
2004/02/28,05:16.6,174,1,17.8814,39.0422,43.24,2.67532
2004/02/28,06:17.0,175,1,17.8814,39.0763,43.24,2.67532
2004/02/28,07:17.2,176,1,17.8716,39.1103,43.24,2.67532
2004/02/28,08:47.0,177,1,17.8912,39.1103,43.24,2.67532
2004/02/28,10:16.8,178,1,17.8814,39.1443,43.24,2.67532
2004/02/28,10:46.5,179,1,17.8716,39.1103,43.24,2.68742
2004/02/28,11:17.0,180,1,17.8814,39.0763,43.24,2.68742
2004/02/28,11:47.0,181,1,17.8912,39.0763,43.24,2.68742
2004/02/28,12:16.9,182,1,17.8814,39.0422,43.24,2.67532
2004/02/28,14:47.2,183,1,17.8716,39.0763,43.24,2.67532
2004/02/28,15:47.2,184,1,17.8716,39.0763,43.24,2.67532
2004/02/28,16:17.3,185,1,17.852,39.0763,43.24,2.68742
2004/02/28,17:16.4,186,1,17.852,39.1103,43.24,2.68742
2004/02/28,17:46.8,187,1,17.852,39.1103,43.24,2.68742
2004/02/28,23:46.5,188,1,17.8422,39.0763,43.24,2.67532
2004/02/28,24:16.9,189,1,17.8324,39.0422,43.24,2.67532
2004/02/28,25:47.3,190,1,17.8128,39.0422,43.24,2.67532
2004/02/28,26:47.3,191,1,17.8226,39.0422,43.24,2.68742
2004/02/28,29:17.2,192,1,17.8128,39.1103,43.24,2.67532
2004/02/28,29:47.5,193,1,17.7932,39.1443,43.24,2.67532
2004/02/28,31:46.8,194,1,17.7932,39.1443,43.24,2.68742
2004/02/28,32:16.5,195,1,17.7932,39.1443,43.24,2.67532
2004/02/28,32:46.9,196,1,17.7932,39.1443,43.24,2.67532
2004/02/28,33:16.7,197,1,17.803,39.1443,43.24,2.67532
2004/02/28,34:17.1,198,1,17.8128,39.1103,43.24,2.68742
2004/02/28,36:47.4,199,1,17.7834,39.1783,43.24,2.67532
2004/02/28,38:17.0,200,1,17.7736,39.1103,43.24,2.68742
2004/02/28,39:16.8,201,1,17.7736,39.1103,43.24,2.67532
2004/02/28,40:17.0,202,1,17.7736,39.1783,43.24,2.68742
2004/02/28,40:47.2,203,1,17.754,39.1103,43.24,2.67532
2004/02/28,41:16.8,204,1,17.754,39.1443,43.24,2.67532
2004/02/28,42:46.6,205,1,17.754,39.1103,43.24,2.67532
2004/02/28,44:16.3,206,1,17.7246,39.1103,43.24,2.67532
2004/02/28,44:47.3,207,1,17.7344,39.1443,43.24,2.68742
2004/02/28,46:17.5,208,1,17.7148,39.1443,43.24,2.66332
2004/02/28,49:47.1,209,1,17.7148,39.1443,43.24,2.67532
2004/02/28,51:16.6,210,1,17.7148,39.1443,43.24,2.68742
2004/02/28,54:47.3,211,1,17.7148,39.2123,43.24,2.67532
2004/02/28,55:17.1,212,1,17.6952,39.2463,43.24,2.67532
2004/02/28,55:46.8,213,1,17.6952,39.2123,43.24,2.67532
2004/02/28,56:16.6,214,1,17.6854,39.2123,43.24,2.67532
2004/02/28,57:47.1,215,1,17.705,39.1783,43.24,2.67532
2004/02/28,58:47.2,216,1,17.6952,39.1783,43.24,2.68742
2004/02/28,59:47.0,217,1,17.6952,39.1783,43.24,2.67532
2004/02/28,01:16.4,218,1,17.6952,39.1443,43.24,2.67532
2004/02/28,03:17.1,219,1,17.6952,39.1443,43.24,2.67532
2004/02/28,03:46.7,220,1,17.6854,39.1443,43.24,2.67532
2004/02/28,05:16.4,221,1,17.6854,39.0763,43.24,2.67532
2004/02/28,06:17.4,222,1,17.656,39.2123,43.24,2.68742
2004/02/28,06:47.1,223,1,17.656,39.2123,43.24,2.67532
2004/02/28,07:46.8,224,1,17.656,39.2123,43.24,2.67532
2004/02/28,08:16.7,225,1,17.6658,39.2123,43.24,2.68742
2004/02/28,09:17.6,226,1,17.6756,39.2123,43.24,2.67532
2004/02/28,09:47.0,227,1,17.6756,39.2123,43.24,2.67532
2004/02/28,10:16.9,228,1,17.6756,39.1783,43.24,2.67532
2004/02/28,10:47.2,229,1,17.6658,39.2123,43.24,2.68742
2004/02/28,11:16.7,230,1,17.6756,39.1443,43.24,2.67532
2004/02/28,11:46.6,231,1,17.6658,39.2123,43.24,2.68742
2004/02/28,12:16.9,232,1,17.656,39.2803,43.24,2.67532
2004/02/28,13:16.5,233,1,17.656,39.2123,43.24,2.67532
2004/02/28,15:17.6,234,1,17.6462,39.2463,43.24,2.67532
2004/02/28,16:17.3,235,1,17.6364,39.2123,43.24,2.68742
2004/02/28,17:16.9,236,1,17.6364,39.2463,43.24,2.67532
2004/02/28,19:46.9,237,1,17.6364,39.1783,43.24,2.67532
2004/02/28,22:17.3,238,1,17.6364,39.2123,43.24,2.66332
2004/02/28,23:17.7,239,1,17.6266,39.1443,43.24,2.67532
2004/02/28,24:46.5,240,1,17.5972,39.1443,43.24,2.67532
2004/02/28,25:17.2,241,1,17.607,39.1783,43.24,2.67532
2004/02/28,27:16.5,242,1,17.5776,39.3483,43.24,2.67532
2004/02/28,27:46.6,243,1,17.5678,39.3143,43.24,2.67532
2004/02/28,28:47.1,244,1,17.5776,39.3143,43.24,2.67532
2004/02/28,30:47.4,245,1,17.5776,39.2803,43.24,2.67532
2004/02/28,32:17.2,246,1,17.5776,39.3823,45.08,2.67532
2004/02/28,34:16.8,247,1,17.5776,39.2803,45.08,2.67532
2004/02/28,35:47.1,248,1,17.5678,39.2803,45.08,2.67532
2004/02/28,36:46.8,249,1,17.5776,39.3143,45.08,2.68742
2004/02/28,37:46.5,250,1,17.5776,39.2803,45.08,2.67532
2004/02/28,38:16.8,251,1,17.5776,39.2803,45.08,2.67532
2004/02/28,38:47.5,252,1,17.5776,39.3483,46.92,2.67532
2004/02/28,39:17.3,253,1,17.5776,39.2463,46.92,2.67532
2004/02/28,39:47.5,254,1,17.5678,39.2803,46.92,2.67532
2004/02/28,40:16.7,255,1,17.5678,39.2463,46.92,2.67532
2004/02/28,40:46.9,256,1,17.558,39.2463,46.92,2.67532
2004/02/28,42:16.8,257,1,17.558,39.2123,46.92,2.68742
2004/02/28,43:47.0,258,1,17.5482,39.2123,48.76,2.68742
2004/02/28,49:47.0,259,1,17.5384,39.3483,50.6,2.67532
2004/02/28,53:17.4,260,1,17.5482,39.4502,53.36,2.67532
2004/02/28,00:17.4,261,1,17.509,39.2803,57.04,2.67532
2004/02/28,03:17.5,262,1,17.509,39.2803,57.04,2.67532
2004/02/28,04:17.6,263,1,17.509,39.2803,57.04,2.67532
2004/02/28,05:17.3,264,1,17.509,39.2803,57.04,2.67532
2004/02/28,10:47.8,265,1,17.5482,39.3143,136.16,2.67532
2004/02/28,14:16.7,266,1,17.5874,39.2123,150.88,2.67532
2004/02/28,16:46.7,267,1,17.5972,39.1443,165.6,2.67532
2004/02/28,29:16.9,268,1,17.7442,38.872,235.52,2.67532
2004/02/28,29:46.7,269,1,17.754,38.8379,235.52,2.68742
2004/02/28,32:17.1,270,1,17.7932,38.8379,250.24,2.67532
2004/02/28,35:47.1,271,1,17.8324,38.7698,309.12,2.67532
2004/02/28,36:17.2,272,1,17.8324,38.7357,309.12,2.67532
2004/02/28,37:17.2,273,1,17.852,38.7357,323.84,2.68742
2004/02/28,38:17.8,274,1,17.8618,38.7357,338.56,2.68742
2004/02/28,38:48.0,275,1,17.852,38.7357,338.56,2.67532
2004/02/28,39:17.1,276,1,17.8618,38.7698,338.56,2.67532
2004/02/28,41:17.1,277,1,17.8912,38.6675,353.28,2.68742
2004/02/28,41:47.0,278,1,17.901,38.6675,353.28,2.68742
2004/02/28,43:47.5,279,1,17.95,38.6334,368,2.67532
2004/02/28,44:47.4,280,1,17.95,38.5993,368,2.67532
2004/02/28,45:16.8,281,1,17.95,38.6675,368,2.67532
2004/02/28,45:47.0,282,1,17.95,38.5993,368,2.67532
2004/02/28,46:46.8,283,1,17.9598,38.6675,368,2.67532
2004/02/28,47:17.4,284,1,17.9696,38.6334,368,2.67532
2004/02/28,47:47.2,285,1,17.9892,38.5993,368,2.67532
2004/02/28,49:17.4,286,1,18.0186,38.5311,368,2.67532
2004/02/28,49:46.6,287,1,18.0284,38.5652,368,2.67532
2004/02/28,50:17.1,288,1,18.0284,38.5311,368,2.67532
2004/02/28,51:17.1,289,1,18.0578,38.5311,368,2.67532
2004/02/28,54:46.7,290,1,18.1558,38.3946,368,2.67532
2004/02/28,55:17.4,291,1,18.1656,38.3263,368,2.68742
2004/02/28,59:46.8,292,1,18.3224,38.1897,382.72,2.68742
2004/02/28,01:16.9,293,1,18.3812,38.0529,382.72,2.67532
2004/02/28,04:16.7,294,1,18.4988,37.9161,382.72,2.68742
2004/02/28,06:47.4,295,1,18.5772,37.7792,397.44,2.68742
2004/02/28,07:17.8,296,1,18.5968,37.8477,397.44,2.68742
2004/02/28,08:16.9,297,1,18.636,37.7107,397.44,2.68742
2004/02/28,11:16.8,298,1,18.7732,37.5394,397.44,2.67532
2004/02/28,12:48.1,299,1,18.8516,37.4022,412.16,2.68742
2004/02/28,13:18.3,300,1,18.8614,37.3336,412.16,2.68742
2004/02/28,13:47.8,301,1,18.8908,37.2993,412.16,2.68742
2004/02/28,14:16.7,302,1,18.9202,37.2993,412.16,2.68742
2004/02/28,14:47.6,303,1,18.93,37.2307,412.16,2.68742
2004/02/28,15:17.8,304,1,18.9496,37.162,412.16,2.68742
2004/02/28,15:46.9,305,1,18.9594,37.2307,412.16,2.68742
2004/02/28,19:47.7,306,1,19.1652,36.7839,397.44,2.68742
2004/02/28,21:17.6,307,1,19.1848,36.7495,397.44,2.68742
2004/02/28,22:18.0,308,1,19.2142,36.7151,397.44,2.68742
2004/02/28,23:16.9,309,1,19.2436,36.6118,397.44,2.68742
2004/02/28,24:16.7,310,1,19.273,36.543,397.44,2.68742
2004/02/28,25:17.8,311,1,19.322,36.4741,397.44,2.68742
2004/02/28,26:47.9,312,1,19.3906,36.4052,397.44,2.69964
2004/02/28,27:47.6,313,1,19.4396,36.2673,397.44,2.68742
2004/02/28,28:17.9,314,1,19.4494,36.3018,397.44,2.69964
2004/02/28,30:17.4,315,1,19.5376,36.1983,397.44,2.68742
2004/02/28,30:47.2,316,1,19.5474,36.1293,397.44,2.69964
2004/02/28,31:46.9,317,1,19.5964,36.0603,397.44,2.68742
2004/02/28,32:47.6,318,1,19.665,35.9221,397.44,2.69964
2004/02/28,35:17.9,319,1,19.763,35.7839,397.44,2.69964
2004/02/28,35:47.7,320,1,19.7728,35.6802,397.44,2.68742
2004/02/28,36:17.8,321,1,19.7826,35.7148,397.44,2.69964
2004/02/28,39:18.3,322,1,19.9296,35.5764,397.44,2.69964
2004/02/28,41:47.5,323,1,20.0178,35.3687,397.44,2.69964
2004/02/28,42:16.7,324,1,20.0276,35.2995,397.44,2.68742
2004/02/28,42:47.7,325,1,20.0472,35.2648,397.44,2.69964
2004/02/28,47:46.8,326,1,20.253,34.8834,397.44,2.69964
2004/02/28,49:17.2,327,1,20.2824,34.8834,412.16,2.69964
2004/02/28,54:17.4,328,1,20.5176,34.536,412.16,2.69964
2004/02/28,55:47.8,329,1,20.596,34.3969,412.16,2.69964
2004/02/28,56:18.0,330,1,20.6058,34.3273,412.16,2.69964
2004/02/28,58:47.9,331,1,20.7136,34.188,426.88,2.69964
2004/02/28,59:47.6,332,1,20.7136,34.188,426.88,2.69964
2004/02/28,00:47.2,333,1,20.7626,34.1184,426.88,2.69964
2004/02/28,02:48.4,334,1,20.8312,34.0139,426.88,2.69964
2004/02/28,04:16.9,335,1,20.89,33.9093,426.88,2.69964
2004/02/28,06:17.6,336,1,20.988,33.8047,426.88,2.69964
2004/02/28,11:17.1,337,1,21.2134,33.4206,441.6,2.71196
2004/02/28,11:48.4,338,1,21.2428,33.4206,441.6,2.71196
2004/02/28,12:47.5,339,1,21.282,33.3507,441.6,2.71196
2004/02/28,13:18.5,340,1,21.3114,33.3158,441.6,2.71196
2004/02/28,13:48.4,341,1,21.3114,33.2808,441.6,2.71196
2004/02/28,14:17.3,342,1,21.3212,33.2808,441.6,2.71196
2004/02/28,14:47.8,343,1,21.3212,33.2458,441.6,2.71196
2004/02/28,15:47.9,344,1,21.3408,33.3507,441.6,2.71196
2004/02/28,16:17.2,345,1,21.3702,33.2808,441.6,2.71196
2004/02/28,16:47.0,346,1,21.3996,33.2808,441.6,2.69964
2004/02/28,17:47.2,347,1,21.4388,33.2108,441.6,2.71196
2004/02/28,18:47.6,348,1,21.4878,33.0709,441.6,2.71196
2004/02/28,19:18.2,349,1,21.5172,33.0709,441.6,2.71196
2004/02/28,19:47.6,350,1,21.5074,33.0009,441.6,2.71196
2004/02/28,20:47.7,351,1,21.527,33.0359,441.6,2.71196
2004/02/28,21:18.8,352,1,21.5368,33.0009,441.6,2.71196
2004/02/28,23:18.5,353,1,21.6544,32.8608,441.6,2.71196
2004/02/28,23:47.0,354,1,21.674,32.8958,441.6,2.71196
2004/02/28,24:17.6,355,1,21.7132,32.8608,441.6,2.71196
2004/02/28,25:47.7,356,1,21.7916,32.8257,441.6,2.71196
2004/02/28,26:48.1,357,1,21.8112,32.7557,441.6,2.71196
2004/02/28,27:16.9,358,1,21.8112,32.6855,441.6,2.7244
2004/02/28,29:18.4,359,1,21.8896,32.5803,456.32,2.71196
2004/02/28,29:47.2,360,1,21.8896,32.5452,456.32,2.7244
2004/02/28,31:17.0,361,1,21.9484,32.5102,456.32,2.71196
2004/02/28,33:18.7,362,1,22.017,32.44,456.32,2.7244
2004/02/28,33:48.4,363,1,22.0366,32.4049,456.32,2.7244
2004/02/28,34:17.6,364,1,22.066,32.3698,456.32,2.71196
2004/02/28,34:47.2,365,1,22.0856,32.3346,456.32,2.71196
2004/02/28,35:18.5,366,1,22.115,32.2995,456.32,2.7244
2004/02/28,35:47.2,367,1,22.0954,32.4049,456.32,2.7244
2004/02/28,36:48.9,368,1,22.0856,32.44,478.4,2.7244
2004/02/28,37:47.2,369,1,22.0954,32.4049,478.4,2.7244
2004/02/28,38:17.1,370,1,22.1346,32.3698,478.4,2.71196
2004/02/28,39:18.1,371,1,22.1934,32.3346,478.4,2.7244
2004/02/28,39:48.1,372,1,22.2228,32.2644,478.4,2.71196
2004/02/28,40:17.9,373,1,22.2424,32.2293,478.4,2.7244
2004/02/28,41:17.2,374,1,22.3012,32.1941,478.4,2.7244
2004/02/28,43:16.9,375,1,22.36,32.0887,478.4,2.7244
2004/02/28,46:47.9,376,1,22.458,31.948,478.4,2.71196
2004/02/28,47:46.7,377,1,22.4972,31.948,478.4,2.7244
2004/02/28,48:17.1,378,1,22.5168,31.8776,478.4,2.7244
2004/02/28,49:47.7,379,1,22.4874,32.0183,478.4,2.71196
2004/02/28,51:47.7,380,1,22.5952,31.8072,478.4,2.7244
2004/02/28,52:47.0,381,1,22.6638,31.8072,478.4,2.7244
2004/02/28,53:18.1,382,1,22.6834,31.7368,478.4,2.7244
2004/02/28,54:18.1,383,1,22.6344,31.948,478.4,2.73696
2004/02/28,54:47.4,384,1,22.6442,31.8072,478.4,2.7244
2004/02/28,55:17.0,385,1,22.7128,31.7368,478.4,2.71196
2004/02/28,55:46.8,386,1,22.7324,31.6664,478.4,2.7244
2004/02/28,56:17.4,387,1,22.7618,31.5959,478.4,2.7244
2004/02/28,57:17.0,388,1,22.752,31.6312,478.4,2.7244
2004/02/28,57:48.7,389,1,22.7324,31.6664,478.4,2.7244
2004/02/28,58:16.9,390,1,22.752,31.7368,478.4,2.7244
